acc:puCabrahmavAdanirAsa,34594:puCabrahmavAdanirAsa:n:
acc:puCalakzaRakroqa,13521:puCalakzaRakroqa:n:
acc:puCalakzaRakroqa,13521:puCalakzaRakroqa:n:
acc:puCalakzaRawIkA,13520:puCalakzaRawIkA:n:
acc:puRqarokapuramAhAtmya,44756:puRqarokapuramAhAtmya:n:
acc:puRqraka,13537:puRqraka:n:
acc:puRyAhavAcananAndISrAdDaprayoga,44759:puRyAhavAcananAndISrAdDaprayoga:n:
acc:puRyAhavAcanaprayoga,13552:puRyAhavAcanaprayoga:n:
acc:putradApOzISuklA,44761:putradApOzISuklA:n:
acc:putraparigrahasaMSayodBedapariCeda,34597:putraparigrahasaMSayodBedapariCeda:n:
acc:putrapratigrahaprayoga,44762:putrapratigrahaprayoga:n:
acc:putrapratigrahaviDi,13557:putrapratigrahaviDi:n:
acc:punarADeyahOtraprayoga,44763:punarADeyahOtraprayoga:n:
acc:punarupanayana,13578:punarupanayana:n:
acc:puraScaraRaprayoga,44766:puraScaraRaprayoga:n:
acc:puraScaraRarasollAsa,13594:puraScaraRarasollAsa:n:
acc:puraScaraRalaharItantra,44768:puraScaraRalaharItantra:n:
acc:puraScaraRaviDi,13595:puraScaraRaviDi:n:
acc:puraScaryAkOmudI,34603:puraScaryAkOmudI:n:
acc:puraScaryArasAmbuDi,13597:puraScaryArasAmbuDi:n:
acc:purahAdipatAkAcakrAntayoga,40421:purahAdipatAkAcakrAntayoga:n:
acc:purARa,13599:purARa:n:
acc:purARarahasya,34604:purARarahasya:n:
acc:purARaSravaRamahiman,13606:purARaSravaRamahiman:n:
acc:purARasamuccaye,34605:purARasamuccaye:n:
acc:purARasamuYcaya,13610:purARasamuYcaya:n:
acc:purARArTasaMgraha,44772:purARArTasaMgraha:n:
acc:purAtanayogasaMgraha,13616:purAtanayogasaMgraha:n:
acc:puruzanirRaya,44773:puruzanirRaya:n:
acc:puruzaparIkzA,13622:puruzaparIkzA:n:
acc:puruzasaMhitA,44776:puruzasaMhitA:n:
acc:puruzasAmudrikalakzaRa,13623:puruzasAmudrikalakzaRa:n:
acc:puruzasUktaBAzya,40422:puruzasUktaBAzya:n:
acc:puruzasUktaviDAna,13625:puruzasUktaviDAna:n:
acc:puruzasUktArADanaviDi,34609:puruzasUktArADanaviDi:n:
acc:puruzasUktArcanaviDi,13627:puruzasUktArcanaviDi:n:
acc:puruzottamacampU,34624:puruzottamacampU:n:
acc:puruzottamacaritra,13679:puruzottamacaritra:n:
acc:puruzottamatIrTa,44787:puruzottamatIrTa:n:
acc:puruzottamadAsa,13680:puruzottamadAsa:n:
acc:puruzottamadAsa,13680:puruzottamadAsa:n:
acc:puruzottamadIkzita,13663:puruzottamadIkzita:n:
acc:puruzottamadeva,13681:puruzottamadeva:n:
acc:puruzottamapaRqita,13652:puruzottamapaRqita:n:
acc:puruzottamapratizWAprakAra,44790:puruzottamapratizWAprakAra:n:
acc:puruzottamaprasAda,13689:puruzottamaprasAda:n:
acc:puruzottamaprasAda,13689:puruzottamaprasAda:n:
acc:puruzottamaBawwa,13640:puruzottamaBawwa:n:
acc:puruzottamaBawwAtmaja,13690:puruzottamaBawwAtmaja:n:
acc:puruzottamamanusuDIndra,13650:puruzottamamanusuDIndra:n:
acc:puruzottamamAsamAhAtmya,44791:puruzottamamAsamAhAtmya:n:
acc:puruzottamamAhAtmya,13691:puruzottamamAhAtmya:n:
acc:puruzottamamAhAtmya,13691:puruzottamamAhAtmya:n:
acc:puruzottamamiSra,13670:puruzottamamiSra:n:
acc:puruzottamavAda,13692:puruzottamavAda:n:
acc:puruzottamavidyAvAgISaBawwAcArya,13657:puruzottamavidyAvAgISaBawwAcArya:n:
acc:puruzottamaSarman,34617:puruzottamaSarman:n:
acc:puruzottamaSAstrIya,13693:puruzottamaSAstrIya:n:
acc:puruzottamaSAstrIya,13693:puruzottamaSAstrIya:n:
acc:puruzottamasarasvatI,13669:puruzottamasarasvatI:n:
acc:puruzottamasahasranAmawIkAnAmacandrikA,44793:puruzottamasahasranAmawIkAnAmacandrikA:n:
acc:puruzottamasahasranAman,13694:puruzottamasahasranAman:n:
acc:puruzottamasahasranAmastotra,40425:puruzottamasahasranAmastotra:n:
acc:puruzottamAcArya,13695:puruzottamAcArya:n:
acc:puruzottamAnanda,34627:puruzottamAnanda:n:
acc:puruzottamAnandatIrTa,13697:puruzottamAnandatIrTa:n:
acc:puruzottamAnandatIrTa,13697:puruzottamAnandatIrTa:n:
acc:puruzottamAnandayati,13696:puruzottamAnandayati:n:
acc:puruzottamAnandasarasvatI,44795:puruzottamAnandasarasvatI:n:
acc:puruzottamASrama,13698:puruzottamASrama:n:
acc:puryazwaka,34628:puryazwaka:n:
acc:pulastyasmfti,13703:pulastyasmfti:n:
acc:puzwipravAhamaryAdA,34630:puzwipravAhamaryAdA:n:
acc:puzwipravAhamaryAdABeda,13718:puzwipravAhamaryAdABeda:n:
acc:puzwimArgIyAhnika,34632:puzwimArgIyAhnika:n:
acc:puzwilIlAwIkA,13719:puzwilIlAwIkA:n:
acc:puzpadantopAKyAna,44800:puzpadantopAKyAna:n:
acc:puzpanirRaya,13723:puzpanirRaya:n:
acc:puzpavananATa,34637:puzpavananATa:n:
acc:puzpavanamAhAtmya,13728:puzpavanamAhAtmya:n:
acc:puzpavIrAYjalistotra,44803:puzpavIrAYjalistotra:n:
acc:puzpasArasuDAniDi,13729:puzpasArasuDAniDi:n:
acc:puzpADyAya,34639:puzpADyAya:n:
acc:puzpArpaRa,13738:puzpArpaRa:n:
acc:puzpoccaya,44806:puzpoccaya:n:
acc:puzyABizeka,13739:puzyABizeka:n:
acc:pUjanaprayogasaMgraha,34640:pUjanaprayogasaMgraha:n:
acc:pUjanamAlikA,13741:pUjanamAlikA:n:
acc:pUjAviDAna,44810:pUjAviDAna:n:
acc:pUjAviDi,13751:pUjAviDi:n:
acc:pUjyapAda,13754:pUjyapAda:n:
acc:pUjyapAdadevatAnanda,10213:pUjyapAdadevatAnanda:n:
acc:pUtanAdozaparihAra,44811:pUtanAdozaparihAra:n:
acc:pUtanAviDAna,13755:pUtanAviDAna:n:
acc:pUrRacandra,13759:pUrRacandra:n:
acc:pUrRacandraprAyaScittaprakaraRa,13758:pUrRacandraprAyaScittaprakaraRa:n:
acc:pUrRacandrodaya,34644:pUrRacandrodaya:n:
acc:pUrRaparI,13760:pUrRaparI:n:
acc:pUrRAnandatIrTa,13771:pUrRAnandatIrTa:n:
acc:pUrRAnandaparamahaMsa,13770:pUrRAnandaparamahaMsa:n:
acc:pUrRAnandaprabanDa,13772:pUrRAnandaprabanDa:n:
acc:pUrRAnandabrahmacArin,13766:pUrRAnandabrahmacArin:n:
acc:pUrRAnandasvAmin,44813:pUrRAnandasvAmin:n:
acc:pUrRABizeka,13773:pUrRABizeka:n:
acc:pUrRABizekaviDi,34650:pUrRABizekaviDi:n:
acc:pUrRASrama,13775:pUrRASrama:n:
acc:pUrtakamalAkara,44815:pUrtakamalAkara:n:
acc:pUrtaprakASa,13781:pUrtaprakASa:n:
acc:pUrvadeSasaMvatsaraPala,34655:pUrvadeSasaMvatsaraPala:n:
acc:pUrvanyAsa,13788:pUrvanyAsa:n:
acc:pUrvapakza,44817:pUrvapakza:n:
acc:pUrvapakzagranTa,13789:pUrvapakzagranTa:n:
acc:pUrvapaYcikA,34660:pUrvapaYcikA:n:
acc:pUrvapariCeda,13803:pUrvapariCeda:n:
acc:pUrvaprayogasaraRi,44820:pUrvaprayogasaraRi:n:
acc:pUrvaprAyaScitta,13807:pUrvaprAyaScitta:n:
acc:pUrvAmnAya,44821:pUrvAmnAya:n:
acc:pUrvAzAQajananaSAnti,13825:pUrvAzAQajananaSAnti:n:
acc:pUrvAhlalIlA,44822:pUrvAhlalIlA:n:
acc:pUrvottaramImAMsEkakaRWya,34662:pUrvottaramImAMsEkakaRWya:n:
acc:pUrvottaramImAMsEkakaRWya,34662:pUrvottaramImAMsEkakaRWya:n:
acc:pUrvottaraSAnti,13826:pUrvottaraSAnti:n:
acc:pfTagudvAha,34663:pfTagudvAha:n:
acc:pfTivIgranTa,13828:pfTivIgranTa:n:
acc:pfTvIDara,13839:pfTvIDara:n:
acc:pfTvIDaraAcArya,13838:pfTvIDaraAcArya:n:
acc:pfTvIDaraBawwa,34664:pfTvIDaraBawwa:n:
acc:pfTvIpremodaya,13842:pfTvIpremodaya:n:
acc:peYjallaJiNgayya,8427:peYjallaJiNgayya:n:
acc:pewwiBawwa,13850:pewwiBawwa:n:
acc:peqqanaAcArya,13852:peqqanaAcArya:n:
acc:peqqaBawwa,13851:peqqaBawwa:n:
acc:periyappA,34668:periyappA:n:
acc:peruBawwalakzmIkAnta,13855:peruBawwalakzmIkAnta:n:
acc:pENgalAcArya,44825:pENgalAcArya:n:
acc:pENgalopanizad,13856:pENgalopanizad:n:
acc:pENgyAyanibrAhmaRa,34670:pENgyAyanibrAhmaRa:n:
acc:pEWInasismfti,13860:pEWInasismfti:n:
acc:pEtameDikaviDAnaprayoga,13867:pEtameDikaviDAnaprayoga:n:
acc:pEtAmahasidDAnta,13861:pEtAmahasidDAnta:n:
acc:pEtAmahI,44826:pEtAmahI:n:
acc:pEtAmahIBAzya,13862:pEtAmahIBAzya:n:
acc:potayakavi,44828:potayakavi:n:
acc:potftvaprayoga,13873:potftvaprayoga:n:
acc:pORqarIkakratuprayoga,34675:pORqarIkakratuprayoga:n:
acc:pORqarIkadaSadivasapadDati,13880:pORqarIkadaSadivasapadDati:n:
acc:pORqarIkapraTamakxpti,34677:pORqarIkapraTamakxpti:n:
acc:pORqarIkaprayoga,13882:pORqarIkaprayoga:n:
acc:pORqarIkasaptahOtra,44830:pORqarIkasaptahOtra:n:
acc:pORqarIkasAmAni,13884:pORqarIkasAmAni:n:
acc:pORqarIkARqapille,13887:pORqarIkARqapille:n:
acc:pOrARikapuruzottama,13674:pOrARikapuruzottama:n:
acc:pOzavAdArTa,44833:pOzavAdArTa:n:
acc:pOzkara,13898:pOzkara:n:
acc:pOzkarA,44835:pOzkarA:n:
acc:pOzkalAvata,13902:pOzkalAvata:n:
acc:prakASAtman,13920:prakASAtman:n:
acc:prakASAtmanyati,13919:prakASAtmanyati:n:
acc:prakftivikftihOtravicAravyavasTA,34688:prakftivikftihOtravicAravyavasTA:n:
acc:prakftivihArakArikAH,13943:prakftivihArakArikAH:n:
acc:prakriyAsUtra,34692:prakriyAsUtra:n:
acc:pragalBaAcArya,13957:pragalBaAcArya:n:
acc:pracaRqagaruqa,34694:pracaRqagaruqa:n:
acc:pracaRqacaRqikAsahasranAmastotra,13962:pracaRqacaRqikAsahasranAmastotra:n:
acc:prajApatijAtaka,44841:prajApatijAtaka:n:
acc:prajApatidAsa,13974:prajApatidAsa:n:
acc:prajYAkara,34695:prajYAkara:n:
acc:prajYAnakumudacandrikA,13979:prajYAnakumudacandrikA:n:
acc:prajYAparitrARa,44843:prajYAparitrARa:n:
acc:prajYAprakASa,13984:prajYAprakASa:n:
acc:praRavopAsanAviDi,44845:praRavopAsanAviDi:n:
acc:pratApakalpadruma,34700:pratApakalpadruma:n:
acc:pratApakalpadruma,34700:pratApakalpadruma:n:
acc:pratApadeva,13998:pratApadeva:n:
acc:pratApanArasiMhepUrtaprakASaH,44846:pratApanArasiMhepUrtaprakASaH:n:
acc:pratApaBAnu,14000:pratApaBAnu:n:
acc:pratApamArtaRqemalamAsaviDiH,44847:pratApamArtaRqemalamAsaviDiH:n:
acc:pratAparAja,14003:pratAparAja:n:
acc:pratAparudrakalyARa,14007:pratAparudrakalyARa:n:
acc:pratAparudradevagajapati,14006:pratAparudradevagajapati:n:
acc:pratApasiMhadeva,34704:pratApasiMhadeva:n:
acc:pratApasiMharAja,14010:pratApasiMharAja:n:
acc:pratApArka,40439:pratApArka:n:
acc:pratikriyASUlinIstotra,14011:pratikriyASUlinIstotra:n:
acc:pratigraha,34706:pratigraha:n:
acc:pratigrahakalpa,14012:pratigrahakalpa:n:
acc:pratijYAlakzaRakroqa,14016:pratijYAlakzaRakroqa:n:
acc:pratijYAlakzaRawIkA,14015:pratijYAlakzaRawIkA:n:
acc:pratiyogikAraRatA,40441:pratiyogikAraRatA:n:
acc:pratiyogijYAnakAraRatA,14041:pratiyogijYAnakAraRatA:n:
acc:pratiyogitA,34709:pratiyogitA:n:
acc:pratiyogitAvAda,14044:pratiyogitAvAda:n:
acc:pratizWAtilaka,34710:pratizWAtilaka:n:
acc:pratizWAdarpaRa,14056:pratizWAdarpaRa:n:
acc:pratizWAnamAhAtmya,34711:pratizWAnamAhAtmya:n:
acc:pratizWAnirRaya,14059:pratizWAnirRaya:n:
acc:pratizWAprayoga,40443:pratizWAprayoga:n:
acc:pratizWAmayUKa,14062:pratizWAmayUKa:n:
acc:pratisarabanDaprayoga,34716:pratisarabanDaprayoga:n:
acc:pratisUryalakzaRa,14074:pratisUryalakzaRa:n:
acc:pratIhAraindurAja,2304:pratIhAraindurAja:n:
acc:pratodayantra,14076:pratodayantra:n:
acc:pratyaktattvapradIpikA,44860:pratyaktattvapradIpikA:n:
acc:pratyakprakASa,14079:pratyakprakASa:n:
acc:pratyakzaniryukti,44861:pratyakzaniryukti:n:
acc:pratyakzapariCeda,14082:pratyakzapariCeda:n:
acc:pratyakzaparIzwisUtravyAKyA,34719:pratyakzaparIzwisUtravyAKyA:n:
acc:pratyakzapramARa,14085:pratyakzapramARa:n:
acc:pratyakzasidDipaYcadaSIvidyAviDi,44862:pratyakzasidDipaYcadaSIvidyAviDi:n:
acc:pratyakzAnumAna,14089:pratyakzAnumAna:n:
acc:pratyakzAnumAnaSabdaKaRqa,14091:pratyakzAnumAnaSabdaKaRqa:n:
acc:pratyaksvarUpa,14080:pratyaksvarUpa:n:
acc:pratyagAnandopanizad,44863:pratyagAnandopanizad:n:
acc:pratyaNgirA,14093:pratyaNgirA:n:
acc:pratyaNgirAmAlAmantra,40449:pratyaNgirAmAlAmantra:n:
acc:pratyaNgirAyantraviDAna,34724:pratyaNgirAyantraviDAna:n:
acc:pratyaNgirAviDi,40450:pratyaNgirAviDi:n:
acc:pratyaNgirAsahasranAman,14100:pratyaNgirAsahasranAman:n:
acc:pratyantaradaSAsaMgraha,44867:pratyantaradaSAsaMgraha:n:
acc:pratyanvahanaprayoga,14092:pratyanvahanaprayoga:n:
acc:pratyayamAlAniGaRwu,34728:pratyayamAlAniGaRwu:n:
acc:pratyayamOktikamAlA,14109:pratyayamOktikamAlA:n:
acc:pratyayABiKyamazwamalakzaRam,34729:pratyayABiKyamazwamalakzaRam:n:
acc:pratyayArTavicAra,14111:pratyayArTavicAra:n:
acc:praTamacakravartilakzaRakroqa,14117:praTamacakravartilakzaRakroqa:n:
acc:praTamacakravartilakzaRawIkA,14116:praTamacakravartilakzaRawIkA:n:
acc:praTamatantra,34730:praTamatantra:n:
acc:praTamapuruza,14120:praTamapuruza:n:
acc:praTamamiSralakzaRakroqa,14125:praTamamiSralakzaRakroqa:n:
acc:praTamamiSralakzaRawIkA,14124:praTamamiSralakzaRawIkA:n:
acc:praTamAvyutpatti,44869:praTamAvyutpatti:n:
acc:praTamopanizaddIpikA,14136:praTamopanizaddIpikA:n:
acc:pradIpadAnapadDati,44870:pradIpadAnapadDati:n:
acc:pradIpamaYjarI,14141:pradIpamaYjarI:n:
acc:pradIpikA,34731:pradIpikA:n:
acc:pradozanirRaya,14143:pradozanirRaya:n:
acc:pradozapUjApadDati,44872:pradozapUjApadDati:n:
acc:pradozapUjAviDi,14144:pradozapUjAviDi:n:
acc:pradozavrataviDi,34733:pradozavrataviDi:n:
acc:pradozaSAnti,14147:pradozaSAnti:n:
acc:pradozahomaviDi,44874:pradozahomaviDi:n:
acc:pradozodyApana,14150:pradozodyApana:n:
acc:pradyumnacarita,44876:pradyumnacarita:n:
acc:pradyumnarahasya,14153:pradyumnarahasya:n:
acc:pradyumnaSarman,44875:pradyumnaSarman:n:
acc:pradyumnaSiKarapIWAzwaka,14155:pradyumnaSiKarapIWAzwaka:n:
acc:praDAnavEzRavAnAmAvirBAvatiroBAvotsavanirRayaH,44877:praDAnavEzRavAnAmAvirBAvatiroBAvotsavanirRayaH:n:
acc:prapaYcamiTyAtvAnumAna,14162:prapaYcamiTyAtvAnumAna:n:
acc:prapaYcasArasaMbanDadIpikA,44883:prapaYcasArasaMbanDadIpikA:n:
acc:prapaYcasArasArasaMgraha,14168:prapaYcasArasArasaMgraha:n:
acc:prapaYcahfdaya,44884:prapaYcahfdaya:n:
acc:prapaYcAmftasAra,14169:prapaYcAmftasAra:n:
acc:prapannakaRWaBUzaRa,40455:prapannakaRWaBUzaRa:n:
acc:prapannagatidIpikA,14172:prapannagatidIpikA:n:
acc:prapannagItA,34746:prapannagItA:n:
acc:prapannadinacaryA,14173:prapannadinacaryA:n:
acc:prapA,44885:prapA:n:
acc:prabanDakoSa,14179:prabanDakoSa:n:
acc:praboDaprakASasAra,34753:praboDaprakASasAra:n:
acc:praboDamaYjarI,14190:praboDamaYjarI:n:
acc:praboDamihirodaya,44889:praboDamihirodaya:n:
acc:praboDayati,44886:praboDayati:n:
acc:praboDayati,44886:praboDayati:n:
acc:praboDaratnAkara,14192:praboDaratnAkara:n:
acc:praboDinIkArttikaSuklapakze,44892:praboDinIkArttikaSuklapakze:n:
acc:praboDinImAhAtmya,14199:praboDinImAhAtmya:n:
acc:praboDinIvrata,44893:praboDinIvrata:n:
acc:praboDotsava,14200:praboDotsava:n:
acc:praboDopanizad,44894:praboDopanizad:n:
acc:praBA,14202:praBA:n:
acc:praBAkaradeva,14225:praBAkaradeva:n:
acc:praBAkaradEvajYa,14217:praBAkaradEvajYa:n:
acc:praBAkarapariCeda,14227:praBAkarapariCeda:n:
acc:praBAkaraBawwa,14211:praBAkaraBawwa:n:
acc:praBAvatIpradyumna,34758:praBAvatIpradyumna:n:
acc:praBAvalI,14235:praBAvalI:n:
acc:praBuprAdurBAvavicAra,34760:praBuprAdurBAvavicAra:n:
acc:praBuliNgacaritra,14244:praBuliNgacaritra:n:
acc:pramadAlaharI,44896:pramadAlaharI:n:
acc:pramARaKaRqa,34761:pramARaKaRqa:n:
acc:pramARaKaRqa,34761:pramARaKaRqa:n:
acc:pramARaKaRqana,14247:pramARaKaRqana:n:
acc:pramARanayatattvAlokAlaMkAra,40460:pramARanayatattvAlokAlaMkAra:n:
acc:pramARanAmamAlA,14252:pramARanAmamAlA:n:
acc:pramARanirUpaRa,44897:pramARanirUpaRa:n:
acc:pramARanirRaya,14253:pramARanirRaya:n:
acc:pramARaSatapradarSana,34765:pramARaSatapradarSana:n:
acc:pramARasaMgraha,14266:pramARasaMgraha:n:
acc:prameyaprakASa,44901:prameyaprakASa:n:
acc:prameyamAlA,14281:prameyamAlA:n:
acc:pramehADikAra,34768:pramehADikAra:n:
acc:pramoda,14289:pramoda:n:
acc:prayAgaviDi,44905:prayAgaviDi:n:
acc:prayAgasetu,14299:prayAgasetu:n:
acc:prayAgasnAnaviDi,34772:prayAgasnAnaviDi:n:
acc:prayARapurImAhAtmya,14300:prayARapurImAhAtmya:n:
acc:prayuktAKyAtamaYjarI,44906:prayuktAKyAtamaYjarI:n:
acc:prayogakArikA,14303:prayogakArikA:n:
acc:prayogapallava,44911:prayogapallava:n:
acc:prayogapArijAta,14323:prayogapArijAta:n:
acc:prayogapArijAteSrAdDasaMkalpaH,44913:prayogapArijAteSrAdDasaMkalpaH:n:
acc:prayogapustaka,14324:prayogapustaka:n:
acc:prayogapradIpikA,34780:prayogapradIpikA:n:
acc:prayogamaYjarI,14326:prayogamaYjarI:n:
acc:prayogamaRi,34781:prayogamaRi:n:
acc:prayogamaRimAlikA,14327:prayogamaRimAlikA:n:
acc:prayogaratnaBUzA,34788:prayogaratnaBUzA:n:
acc:prayogaratnamAlA,14342:prayogaratnamAlA:n:
acc:prayogaraMtnamAlA,40469:prayogaraMtnamAlA:n:
acc:prayogaviDi,14348:prayogaviDi:n:
acc:prayogaSOnaka,34796:prayogaSOnaka:n:
acc:prayogasaMgraha,14354:prayogasaMgraha:n:
acc:prayogAdarSa,44927:prayogAdarSa:n:
acc:prayogAmfta,14366:prayogAmfta:n:
acc:prayogArRava,34802:prayogArRava:n:
acc:prayojakADyAyaBAzya,14367:prayojakADyAyaBAzya:n:
acc:pravarAvalI,44933:pravarAvalI:n:
acc:pravarekftaSAnti,14377:pravarekftaSAnti:n:
acc:praSastapAdaBAzya,34808:praSastapAdaBAzya:n:
acc:praSasti,14395:praSasti:n:
acc:praSastikAprakaraRa,34811:praSastikAprakaraRa:n:
acc:praSastikASikA,14397:praSastikASikA:n:
acc:praSnakalpatarumaYjarI,34813:praSnakalpatarumaYjarI:n:
acc:praSnakalpalatA,14401:praSnakalpalatA:n:
acc:praSnakzAna,40477:praSnakzAna:n:
acc:praSnagarga,34815:praSnagarga:n:
acc:praSnagarga,34815:praSnagarga:n:
acc:praSnagranTa,14404:praSnagranTa:n:
acc:praSnacintAmaRividvajjanavallaBa,34818:praSnacintAmaRividvajjanavallaBa:n:
acc:praSnacUqAmaRi,14408:praSnacUqAmaRi:n:
acc:praSnacUqAmaRisAra,44942:praSnacUqAmaRisAra:n:
acc:praSnajYAna,14409:praSnajYAna:n:
acc:praSnatattva,34820:praSnatattva:n:
acc:praSnatantra,14410:praSnatantra:n:
acc:praSnadIpa,44945:praSnadIpa:n:
acc:praSnadIpaka,34823:praSnadIpaka:n:
acc:praSnadIpaka,34823:praSnadIpaka:n:
acc:praSnadIpikA,14412:praSnadIpikA:n:
acc:praSnadozajYAna,40480:praSnadozajYAna:n:
acc:praSnaniDi,14413:praSnaniDi:n:
acc:praSnanirRaya,34824:praSnanirRaya:n:
acc:praSnanirvAcana,14414:praSnanirvAcana:n:
acc:praSnaprakAra,34826:praSnaprakAra:n:
acc:praSnaprakASa,14418:praSnaprakASa:n:
acc:praSnaramalotkarza,34833:praSnaramalotkarza:n:
acc:praSnarahasya,14433:praSnarahasya:n:
acc:praSnalagnadozajYAna,34834:praSnalagnadozajYAna:n:
acc:praSnavidyA,14435:praSnavidyA:n:
acc:praSnasarvasva,34840:praSnasarvasva:n:
acc:praSnasAgara,14447:praSnasAgara:n:
acc:praSnasArasaMgraha,44953:praSnasArasaMgraha:n:
acc:praSnasArasamuccaya,14449:praSnasArasamuccaya:n:
acc:praSnasidDAntamaYjarI,34844:praSnasidDAntamaYjarI:n:
acc:praSnasuDAkara,14453:praSnasuDAkara:n:
acc:praSnAdarSa,34846:praSnAdarSa:n:
acc:praSnAdika,14454:praSnAdika:n:
acc:praSnArRava,34849:praSnArRava:n:
acc:praSnAryA,14456:praSnAryA:n:
acc:praSnottarAvali,44958:praSnottarAvali:n:
acc:praSnopadeSa,14467:praSnopadeSa:n:
acc:prasaNgaratna,34853:prasaNgaratna:n:
acc:prasaNgaratnAkara,14469:prasaNgaratnAkara:n:
acc:prasannarAmAyaRa,34856:prasannarAmAyaRa:n:
acc:prasannaveNkaweSvaramAhAtmya,14475:prasannaveNkaweSvaramAhAtmya:n:
acc:prastAracintAmaRitantra,44963:prastAracintAmaRitantra:n:
acc:prastArapattana,14484:prastArapattana:n:
acc:prastArAdyazwakarmavyAKyA,34860:prastArAdyazwakarmavyAKyA:n:
acc:prastAvacintAmaRi,14485:prastAvacintAmaRi:n:
acc:prastAvaprAcurya,34863:prastAvaprAcurya:n:
acc:prastAvamuktAvalI,14487:prastAvamuktAvalI:n:
acc:prastAvasArasaMgraha,44966:prastAvasArasaMgraha:n:
acc:prastAvasUtra,14490:prastAvasUtra:n:
acc:prahlAdasaMhitA,34866:prahlAdasaMhitA:n:
acc:prahlAdastuti,14506:prahlAdastuti:n:
acc:prahlAdAzwaka,34868:prahlAdAzwaka:n:
acc:prAkftakalpataru,14509:prAkftakalpataru:n:
acc:prAkftamaRipradIpikA,44970:prAkftamaRipradIpikA:n:
acc:prAkftarahasya,14532:prAkftarahasya:n:
acc:prAkftarUpAvatAra,44971:prAkftarUpAvatAra:n:
acc:prAkftalakzaRa,14533:prAkftalakzaRa:n:
acc:prAgaBAvaKaRqanavicAra,44975:prAgaBAvaKaRqanavicAra:n:
acc:prAgaBAvavAda,14546:prAgaBAvavAda:n:
acc:prAcInagurupraRAlI,44976:prAcInagurupraRAlI:n:
acc:prAcInagOqa,14551:prAcInagOqa:n:
acc:prARanATa,14564:prARanATa:n:
acc:prARanATavEdya,14563:prARanATavEdya:n:
acc:prARAyAmavyAKyA,34883:prARAyAmavyAKyA:n:
acc:prARAyAmopanizad,14575:prARAyAmopanizad:n:
acc:prAtaHpUjAviDi,44980:prAtaHpUjAviDi:n:
acc:prAtaHsaMDyAprayoga,14580:prAtaHsaMDyAprayoga:n:
acc:prAtaHsavanamuKaBakzaRa,34885:prAtaHsavanamuKaBakzaRa:n:
acc:prAtaHsavanikadarSapUrRamAsaprayoga,14583:prAtaHsavanikadarSapUrRamAsaprayoga:n:
acc:prAtaHstotra,44981:prAtaHstotra:n:
acc:prAtaHsmaraRa,14584:prAtaHsmaraRa:n:
acc:prAtyahikatAntrikasaMDyApUjApadDati,44983:prAtyahikatAntrikasaMDyApUjApadDati:n:
acc:prAdivacas,14596:prAdivacas:n:
acc:prAmARyakaRwakodDArasaMgraha,34888:prAmARyakaRwakodDArasaMgraha:n:
acc:prAmARyavAda,14600:prAmARyavAda:n:
acc:prAyaScittakadambasArasaMgraha,34892:prAyaScittakadambasArasaMgraha:n:
acc:prAyaScittakamalAkara,14611:prAyaScittakamalAkara:n:
acc:prAyaScittamajasraprayoge,44997:prAyaScittamajasraprayoge:n:
acc:prAyaScittamaYjarI,14636:prAyaScittamaYjarI:n:
acc:prAyaScittavyavasTA,45001:prAyaScittavyavasTA:n:
acc:prAyaScittavyavasTAsaMkzepa,14653:prAyaScittavyavasTAsaMkzepa:n:
acc:prAyaScittavyavasTAsaMgraha,45002:prAyaScittavyavasTAsaMgraha:n:
acc:prAyaScittaSakti,14654:prAyaScittaSakti:n:
acc:prAyaScittaSatadvayIkArikA,45004:prAyaScittaSatadvayIkArikA:n:
acc:prAyaScittaSeKara,14656:prAyaScittaSeKara:n:
acc:prAyaScittaSlokapadDati,45005:prAyaScittaSlokapadDati:n:
acc:prAyaScittasaMkalpa,14658:prAyaScittasaMkalpa:n:
acc:prAyaScittasadodaya,45007:prAyaScittasadodaya:n:
acc:prAyaScittasamuccaya,14660:prAyaScittasamuccaya:n:
acc:prAsAdADivAsana,45018:prAsAdADivAsana:n:
acc:prAsAdAnukIrtana,14692:prAsAdAnukIrtana:n:
acc:prItikara,14702:prItikara:n:
acc:prItikaraAvasaTi,14701:prItikaraAvasaTi:n:
acc:pretopAKyAna,45022:pretopAKyAna:n:
acc:premacandranyAyaratna,40516:premacandranyAyaratna:n:
acc:premadAsa,45023:premadAsa:n:
acc:premaDaraSarman,14711:premaDaraSarman:n:
acc:premaniDipanTa,14714:premaniDipanTa:n:
acc:premaniDiSarman,14712:premaniDiSarman:n:
acc:premapattana,40518:premapattana:n:
acc:premapattanikA,14715:premapattanikA:n:
acc:premaBaktirasAyana,45025:premaBaktirasAyana:n:
acc:premaBaktistotra,14718:premaBaktistotra:n:
acc:premamaYjarI,40519:premamaYjarI:n:
acc:premarasAyana,14719:premarasAyana:n:
acc:premAbDirasakaRikA,45026:premAbDirasakaRikA:n:
acc:premAmfta,14722:premAmfta:n:
acc:premAmftarasAyana,45028:premAmftarasAyana:n:
acc:premendusAgara,14725:premendusAgara:n:
acc:premendranyAyaratna,45029:premendranyAyaratna:n:
acc:premoktyudaya,14726:premoktyudaya:n:
acc:proziteyajamAneviDiH,45030:proziteyajamAneviDiH:n:
acc:prOgaSastra,13903:prOgaSastra:n:
acc:plutasaMgraha,45033:plutasaMgraha:n:
